index_product_wise,product_id_processed,comments,star_rating,helpful_votes,total_votes,verified_purchase,review_date,diff_date,is_predict
74,28,"['for', 'low', 'price', 'works', 'well', 'compact', 'nice', 'looking']",4.0,0.0,0.0,Y,2015-08-05,1.0,0
75,28,"['purchased', 'college', 'student', 'used', 'yet', 'still', 'original', 'box', 'looks', 'nice', 'however']",4.0,0.0,1.0,Y,2015-08-09,4.0,0
76,28,"['after', 'read', 'reviews', 'expensive', 'upmarket', 'brand', 'microwaves', 'like', 'lg', 'panasonic', 'went', 'local', 'canadian', 'wal', 'mart', 'see', 'first', 'thing', 'noticed', 'completely', 'stainless', 'steel', 'front', 'and', 'back', 'outside', 'inside', 'around', 'looks', 'like', 'professional', 'food', 'service', 'microwave', 'to', 'stainless', 'steel', 'interior', 'easier', 'clean', 'white', 'painted', 'heard', 'microwave', 'ovens', 'last', 'like', 'used', 'low', 'quality', 'unbranded', 'otr', 'mobile', 'home', 'moment', 'new', '1995', 'still', 'working', 'well', 'ever', 'another', 'lg', '900', 'watt', 'rv', '2004', 'also', 'good', 'runner', 'writing', 'july', '2013', 'want', 'spend', 'lot', 'money', 'microwave', 'going', 'last', 'couple', 'years', 'well', 'danby', 'two', 'year', 'replacement', 'warranty', 'if', 'dies', 'time', 'either', 'get', 'new', 'refund', 'money', 'spent', 'fair', 'enough', 'thou', 'read']",4.0,0.0,1.0,N,2015-08-11,2.0,0
77,28,"['got', 'sooner', 'thank']",5.0,0.0,0.0,Y,2015-08-15,4.0,0
78,28,"['works', 'well', 'enough', 'purposes', 'just', 'right', 'size', 'dig', '1', 'touch', 'feature', '30', 'seconds', 'start', 'minutes', 'number', 'buttons', 'also', 'good', 'removable', 'glass', 'rotator', 'thingy', 'what', 'brings', 'star', 'count', 'button', 'sizes', 'super', 'tiny', 'handle', 'while', 'microwave', 'nice', 'light', 'door', 'seals', 'well', 'make', 'good', 'combination', 'opening', 'door', 'so', 'hold', 'side', 'apply', 'opposite', 'pressure', 'open', 'door', 'think', 'could', 'solved', 'super', 'rubber', 'feet', 'add']",3.0,2.0,2.0,Y,2015-08-17,2.0,0
79,28,"['came', 'brand', 'new', 'package', 'item', 'work']",1.0,1.0,1.0,Y,2015-08-17,0.0,0
80,28,"['ordered', 'boat', 'rebuilding', 'real', 'sure', 'going', 'work', 'yet', 'but', 'fits', 'wanted', 'perfect', 'like', 'looks', 'that', 'tell', 'present', 'time', 'terry']",4.0,0.0,0.0,Y,2015-08-19,2.0,0
81,28,"['solid', 'microwave', 'good', 'price']",4.0,0.0,0.0,Y,2015-08-24,5.0,0
82,28,"['didn', 'long', 'attest', 'price', 'extremely', 'good', 'looking', 'feels', 'like', 'quality', 'build', 'just', 'know', 'small', 'nuking', 'turkeys', 'super', 'high', 'wattage', 'may', 'take', 'bit', 'longer', 'so', 'must', 'canned', 'soup', '1', 'minutes', '3', 'work']",5.0,0.0,0.0,Y,2015-08-31,7.0,0
0,28,"['lift', 'inside', 'improvement', 'convenient', 'considered', 'burst', 'coating', 'cabinets', 'allowing', 'bill', '9', '00', '129', '350', 'accurate', 'anyway', 'advantage', 'advantium', '2016', '250', '23', '14', '14', '62', '34', '1', '000', '23', '150', '05', '1000', '1100', '01', '18', '199', '2011', '05', '08', '21']",4.205239713191986,-26.049681179225445,-2.2680593132972717,0.9356350898742676,2022-02-22,6.81601014919579,1
1,28,"['fingernail', 'cheap', 'catch', 'checked', 'asked', 'blow', '2014', 'anywhere', 'appropriate', 'ask', 'accommodate', '000', '2nd', 'anyone', 'became', 'behind', 'burst', 'buy', 'bolt', 'behind', 'build', 'apply', 'awful', 'amazing', 'applied', 'auto', 'asked', 'baking', 'anyone', 'area', 'appointments', 'assume', 'aware', 'before', 'amazed', 'american', 'accommodate', 'addition', 'adjust', '2nd', '27', 'around', 'adequate', '8', 'actually', 'after', 'amana', 'accept', 'ago', '23', '1200', 'accidentally', '3rd', '900', '220v', '40', 'additional', '13', '05', 'absolute', 'admit', '5e', '34', 'able', '6']",4.453357756137848,16.14675961434841,27.0808664560318,1.0760228633880615,2022-02-22,16.16367020830512,1
2,28,"['functionality', 'difference', 'cook', 'call', '19', '2009', '15', '000', '14', '7', 'anchor', 'attempted', 'anchor', 'application', 'approximately', 'along', 'although', 'application', 'beeps', 'anyone', 'amount', 'always', '1000', '250', 'able', '800', 'advantium', '2nd', '29', '08', '24', '04', '58', '05', '2012', '100', '2015', '3rd', '01', '07', '17', '000', '29', '000']",3.377789855003357,-2.5646771043539047,-4.400105893611908,0.82816082239151,2022-02-22,-2.1810336261987686,1
3,28,"['combo', 'beyond', '15', 'advice', 'answered', 'additional', 'bag', 'anybody', 'anything', 'accommodate', 'along', 'alarm', 'asin', '58', '750', '1000', 'accept', 'again', '16', '750', 'advise', '55', '29', '28', '18', '19', '19', '30', '08', '26', '3', '11', '2008', '1200', '300', '12', '12', '16', '14']",3.6714565753936768,-3.601692572236061,5.065631628036499,0.9034289717674255,2022-02-22,1.6852444447577,1
4,28,"['directly', 'excellent', 'express', 'constructed', 'anyone', '40', '2011', 'add', 'about', 'additional', 'appeared', 'admit', 'absolutely', 'affordable', 'adorable', 'anymore', 'about', '6', '5', 'already', '30', 'advise', '250', '350', '25', '50', '26', '4', '20', '2012', '500', '1', '400', '220v', '07', '3rd', '01', '04', '17', '1000', '400', '07', '50', '2013', '000', '16']",3.738708198070526,1.1691486686468124,11.779350280761719,0.8943978548049927,2022-02-22,2.0436886101961136,1
5,28,"['heavy', 'fail', 'flashes', 'cu', 'crap', 'bottom', 'become', 'anymore', '00', '125', '2009', '16', '10', 'admit', 'alot', 'attempt', 'ahead', 'accidentally', 'ahead', 'agree', 'appears', '300', '5e', '17', '2011', '55', '62', '25', 'able', 'admit', 'adjust', 'accommodate', '8', 'allow', 'accept', 'address', '5', '56', '62', '2016', '240', '200', '90', '34', '23', '60', '500', '20', '60', '14', '199', '3', '01', '350', '00', '3rd', '2006', '07', '150']",3.7151378393173218,1.535030335187912,12.040445446968079,0.883017361164093,2022-02-22,-1.1509086638689041,1
6,28,"['helps', 'foot', 'buy', '240', '57', '40', '200', '1100', 'advertised', '01', 'anyway', 'amana', 'attempts', 'always', 'automatic', 'anybody', 'all', '75', 'addition', '57', '29', '23', 'alarm', 'absolutely', '900', 'and', '500', '8', 'amazon', 'and', 'actually', '55', '7', '57', '21', '900', '2011', '13', '9', '2014', '62', '12', '05', '1', '2009', '00', '350', '34', '000']",3.6056873202323914,3.328812677413225,11.81687343120575,0.8739463686943054,2022-02-22,2.618876878172159,1
7,28,"['grinding', 'explained', 'cup', 'cabinet', 'beverages', 'already', '19', '16', '220v', '62', 'appearance', 'application', 'assigned', 'allow', 'bags', 'arrived', 'and', 'always', 'anymore', 'automatic', 'appliance', 'appears', 'adjust', 'action', 'adequate', 'amana', 'action', '3', 'apartment', 'allow', 'allowing', 'absolute', '50', 'accordingly', 'adding', '900', '62', '000', '57', '300', '13', '00', '07', '125']",3.4490299224853516,4.728607680648565,12.98620069026947,0.8523387908935547,2022-02-22,9.292934903874993,1
8,28,"['everyone', 'favor', 'asked', '4', '2013', 'affordable', '08', '16', '2008', '2006', '56', 'anybody', 'although', 'advantage', 'away', 'alone', 'apart', 'advice', 'answered', 'add', 'ahead', '60', 'american', 'accordingly', '27', 'advantage', '75', 'air', 'apartment', 'advice', '3rd', 'across', 'accidentally', 'adequate', '34', '150', '2011', '2010', '56', '6', '13', '12', '99', '129', '14', '04', '14', '2008', '09', '11', '27', '56', '200', '2006', '21']",3.343392014503479,4.5333614237606525,12.362952470779419,0.832923412322998,2022-02-22,8.57614459656179,1
9,28,"['dangerous', 'ended', 'extra', 'corner', 'consumer', 'bolts', 'appears', '16', '500', 'answered', 'appreciate', 'avoid', 'away', 'already', 'anyway', 'agreed', 'anywhere', 'bacon', 'adequate', 'additionally', 'able', 'accordingly', 'added', 'ability', '29', 'almost', 'accept', 'anything', 'almost', 'adequate', '700', '40', 'absolutely', '3', '129', '21', 'addition', '50', '58', '14', '220v', '1100', '99', '05', '08', '2011', '12', '30', '60', '2004', '2008', '18', '03', '1', '14', '2014']",3.3015477657318115,4.809046275913715,12.560084849596024,0.8218204975128174,2022-02-22,7.171149520203471,1
0,29,"['picked', 'local', 'lowes', 'good', 'price', 'model', 'real', 'stainless', 'handle', 'painted', 'grey', 'handle', 'saw', 'lower', 'end', 'model', 'installed', 'minimal', 'problems', 'kitchen', '1960', 'usually', 'non', 'standard', 'things', 'finding', 'fridge', 'fit', 'painful', 'needed', 'low', 'clearance', 'distance', 'cook', 'top', '14', 'inches', 'less', 'samsung', 'meets', 'bill', '13', 'inches', 'after', 'using', 'counter', 'top', 'microwave', 'past', 'years', 'seems', 'huge', 'still', 'learning', 'features', 'certainly', 'pleased', 'power', 'fan', 'exploring', 'sensor', 'cooking', 'wait', 'rack', 'able', 'actually', 'cook', 'amount', 'squash', 'want', 'old', 'microwave', 'small', 'update', 'review', 'run', 'problems', 'run', 'paces', 'far', 'relatively', 'easy', 'install', 'easy']",5.0,7.0,8.0,N,2012-04-05,0.0,0
1,29,"['microwave', 'problem', 'another', 'since', 'installed', 'close', 'year', 'ago', 'prone', 'sorts', 'computer', 'malfunctions', 'let', 'see', 'even', 'remember', 'start', 'pulling', 'food', 'closing', 'door', 'without', 'hitting', 'start', 'often', '50', 'times', 'sounded', 'working', 'realized', 'awfully', 'long', 'time', 'without', 'chiming', 'found', 'frozen', 'seconds', 'heating', 'disturbing', 'problem', 'perhaps', 'five', 'occasions', 'turned', 'room', 'there', 'many', 'occasions', 'worked', 'happened', 'unplugging', 'plugging', 'back', 'used', 'reset', 'work', 'unfortunately', 'work', 'code', 'se', 'flashing', 'display', 'buying', 'new', 'microwave', 'weekend', 'guarantee', 'samsung']",1.0,32.0,36.0,N,2012-04-13,8.0,0
2,29,"['brought', 'samsung', 'smh9187st', 'back', 'nov', '2010', 'exact', 'microwave', 'smh', '1816s', 'exaact', 'features', 'listed', 'on', 'june', '14', '2011', 'technician', 'come', 'home', 'repair', 'unit', 'unit', 'warranty', 'time', 'on', 'may', '6', '2012', 'samsung', 'microwave', 'display', 'se', 'screen', 'call', 'samsung', 'office', 'referred', 'service', 'tech', 'also', 'stating', 'unit', 'warranty', 'regardless', 'last', 'repair', 'date', 'call', 'service', 'tech', 'office', 'somewhere', 'norcross', 'ga', 'find', 'cost', 'visit', 'home', 'office', 'employee', 'tech', 'stated', 'tech', 'visit', 'area', '140', '00', 'look', 'replace', 'unit', 'part', 'cost', '75', '00', 'total', 'cost', '215', '00', 'employee', 'tech', 'quoted', 'cause', 'problem', 'part', 'cause', 'problem', 'without', 'even', 'looking', 'unit', 'sounds', 'like', 'repair', 'company', 'already', 'lot', 'information', 'without', 'every', 'touching', 'looking', 'samsung', 'microwave', 'unit', 'appears', 'going', 'problem', 'unit', 'even', 'though', 'thing', 'change', 'model', 'number', 'samsung', 'smh1816s', 'if', 'problem', 'first', 'year', 'consider', 'lucky', 'two', 'problems', '18', 'months', 'unit', 'time', 'recall', 'product', 'stay', 'away', 'microwave', 'unless', 'mind', 'inconvenience', 'spending', 'money']",1.0,20.0,23.0,N,2012-05-10,27.0,0
3,29,"['microwave', 'less', 'years', 'getting', 'se', 'error', 'code', '99', 'someone', 'look', 'you', 'press', 'buttons', 'obviously', 'manufacturer', 'issue', 'many', 'complaints', 'now', 'spend', 'another', '300', 'new', 'microwave', 'samsung']",1.0,13.0,15.0,N,2012-05-24,14.0,0
4,29,"['bought', 'less', 'three', 'years', 'ago', 'seldom', 'heat', 'food', 'used', 'light', 'fan', 'timer', 'now', 'keeps', 'beeping', 'technician', 'said', 'cost', '160', '200', 'repair']",1.0,4.0,4.0,N,2012-07-10,47.0,0
5,29,"['purchased', 'samsung', 'range', 'microwave', '14', 'months', 'ago', 'started', 'getting', '5e', 'clear', 'overnight', 'then', 'got', 'none', 'keyboard', 'work', 'guess', 'buy', 'new', 'microwave', 'definitely', 'samsung']",1.0,4.0,4.0,N,2012-08-08,29.0,0
6,29,"['microwave', 'year', 'one', 'month', 'warranty', 'got', 'se', 'error', 'code', 'in', 'research', 'found', '200', 'complaints', 'samsung', 'web', 'site', 'with', 'lot', 'complaining', 'got', 'authorize', 'free', 'service', 'call']",3.0,3.0,3.0,N,2012-08-29,21.0,0
7,29,"['bought', 'microwave', '18', 'months', 'ago', 'sears', 'looked', 'good', 'worked', 'fine', 'se', 'error', 'message', 'came', 'week', 'ago', 'then', 'keypad', 'stopped', 'working', 'tried', 'plugging', 'unplugging', 'tried', 'fixes', 'found', 'online', 'avail', 'planning', 'replace', 'quality', 'product', 'much', 'buying', 'good', 'looking', 'product', 'reviewers', 'say', 'works', 'well', 'want', 'appliances', 'last', 'year', 'half']",2.0,7.0,7.0,N,2012-08-29,0.0,0
8,29,"['after', '18', 'months', 'working', 'beautifully', 'also', 'got', 'se', 'error', 'called', 'authorized', 'dealer', 'cost', 'service', 'call', 'price', 'labor', 'price', 'new', 'keypad', 'cost', '200', 'fix', 'no', 'way', 'purchasing', 'new', 'microwave', 'definitely', 'not', 'samsung', 'time', 'issue', 'recall', 'like', 'cars', 'know', 'registered', 'product', 'given', 'replacement', 'keyboards', 'free', 'charge', 'need', 'lemon', 'laws', 'appliances', 'urge', 'stay', 'away', 'update', 'spoke', 'authorized', 'service', 'provider', 'suggested', 'contact', 'samsung', 'directly', '1', '800', '726', '7864', 'spoke', 'customer', 'service', 'transferred', 'executive', 'customer', 'relations', 'they', 'first', 'offered', 'free', 'replacement', 'part', 'told', 'pay', 'service', 'call', 'labor', 'charges', 'told', 'acceptable', 'still', 'cost', '135', 'she', 'put', 'hold', 'came', 'back', 'telling', 'could', 'give', 'courtesy', 'one', 'time', 'only', 'warranty', 'extension', 'she', 'made', 'clear', 'ever', 'repeated', 'so', 'least', 'repair', 'done', 'cost', 'hopefully', 'new', 'part', 'last', 'longer', 'original', 'suggest', 'try', 'giving', 'call', 'many', 'problem']",1.0,24.0,24.0,N,2012-09-10,12.0,0
9,29,"['keypad', 'error', 'se', '185', 'repair', 'getting', 'new', 'microwave', 'seem', 'find', 'good', 'review', 'someone', '1', 'year']",1.0,5.0,5.0,N,2012-09-11,1.0,0
10,29,"['evidently', 'common', 'problem', 'samsung', 'microwaves', 'keypad', 'shorted', 'less', 'two', 'years', 'resulting', 'microwave', 'stove', 'light', 'exhaust', 'fan', 'becoming', 'inoperable', 'cost', 'repair', 'labor', '150', 'item', 'originally', 'cost', '220', 'after', 'several', 'calls', 'samsung', 'executive', 'customer', 'relations', 'department', 'curtly', 'informed', 'samsung', 'unwilling', 'take', 'any', 'action', 'remedy', 'situation', 'my', 'option', 'point', 'replace', 'microwave', 'not', 'samsung', 'product', 'way', 'running', 'exhaust', 'fan', 'newly', 'remodeled', 'kitchen', 'and', 'even', 'worse', 'due', 'new', 'environmental', 'law', 'pay', 'dispose', 'worthless', 'piece', 'junk', 'samsung', 'stand', 'behind', 'products', 'sell', 'samsung', 'atrocious', 'customer', 'service', 'across', 'board', 'products', 'get', 'poor', 'reviews', 'yet', 'unwilling', 'take', 'action', 'correct', 'problem', 'maintain', 'good', 'customer', 'relations', 'they', 'appear', 'operate', 'assumption', 'every', 'dissatisfied', 'customer', 'thousands', 'willing', 'buy', 'shoddy', 'crap', 'attitude', 'unacceptable', 'especially', 'tough', 'economic', 'times', 'never', 'buy', 'any', 'samsung', 'product', 'ever', 'save', 'aggravation', 'do', 'not', 'buy']",1.0,9.0,10.0,N,2012-10-17,36.0,0
11,29,"['consumer', 'reports', 'recommended', 'bought', 'based', 'fail', 'within', '24', 'months', 'wasting', 'money', 'repairing', 'certainly', 'buying', 'samsung', 'brand']",1.0,2.0,2.0,N,2012-10-19,2.0,0
12,29,"['had', 'microwave', '18', 'month', 'door', 'latching', 'spring', 'broke', 'now', 'close', 'door', 'nothing', 'works']",1.0,2.0,2.0,N,2012-10-22,3.0,0
13,29,"['microwave', 'sucks', 'seller', 'purchased', 'microwave', 'april', 'remodeling', 'kitchen', 'upgrading', 'better', 'quality', 'stainless', 'steel', 'range', 'microwave', 'well', 'said', 'purchased', 'april', 'install', 'beginning', 'august', 'delivery', 'fast', 'reccieved', 'two', 'back', 'corners', 'dented', 'decided', 'install', 'anyways', 'back', 'anyways', 'nobody', 'ever', 'see', 'october', 'gone', 'warm', 'dinner', 'pressed', 'start', 'boom', 'went', 'turned', 'like', 'never', 'turned', 'back', 'really', 'dissapointed', 'becasue', 'thought', 'purchased', 'good', 'quality', 'product', 'contacted', 'seller', 'said', 'call', 'samsung', 'cover', 'since', 'still', 'warranty', 'well', 'warranty', 'thing', 'turns', 'refurbished', 'unit', 'seller', 'says', 'purchased', 'new', 'lowes', 'he', 'liar', 'becasue', 'lowes', 'not', 'sell', 'refurbished', 'units', 'so', 'couple', 'hundred', 'purchase', 'new', 'people', 'please', 'listen', 'reviews', 'buy', 'microwave', 'whether', 'place', 'save', 'time', 'money', 'dissapointment', 'also', 'not', 'buy', 'seller', 'sooo', 'unproffesional', 'not', 'helpfull', 'give', 'star', 'give', '1', '5', 'else', 'give', '0']",1.0,5.0,6.0,Y,2012-10-22,0.0,0
14,29,"['purchased', 'microwave', 'lowes', 'august', '2011', 'microwave', 'stopped', 'heating', 'four', 'days', 'ago', 'fifteen', 'months', 'installation', 'failure', 'contacted', 'samsung', 'repair', 'service', 'directed', 'authorized', 'service', 'provider', 'area', 'qouted', '95', 'charge', 'come', 'house', 'parts', 'labor', 'additional', 'what', 'interesting', 'microwave', 'last', 'long', 'enough', 'experience', 'se', 'code', 'problem', 'virtually', 'everyone', 'else', 'mentioned', 'so', 'pay', 'unit', 'repaired', 'se', 'code', 'problem', 'pop', 'go', 'get', 'different', 'oven', 'hmmmm', 'think', 'get', 'new', 'oven', 'samsung']",1.0,5.0,6.0,N,2012-11-08,17.0,0
15,29,"['like', 'reviews', 'confirm', 'microwave', 'died', 'quickly', 'after', 'weeks', 'handle', 'broke', 'wifes', 'hand', 'after', '10', 'months', 'loose', 'connection', 'internally', 'needed', 'repaired', '16', 'months', 'unit', 'completely', 'dead', 'fuses', 'check', 'fine', 'thermal', 'fuse', 'thermocouple', 'power', 'check', 'fine', 'all', '120', 'volts', 'either', 'control', 'board', 'keypad', 'dead', 'magnatron', 'hv', 'capacitor', 'diode', 'shot', 'either', 'way', 'not', 'repairing', 'unit', 'replaced', 'commercial', 'microwave', 'build', 'shelf', 'sit', 'top', 'range', 'mount', 'exhaust', 'fan', 'duct', 'outside', 'microwave', 'completely', 'turned', 'samsung', 'brand', 'appliances', 'too', 'bad', 'cheap', 'construction', 'ruins', 'new', 'microwaves', 'they', 'built', 'cheap', 'components', 'unless', 'buy', 'commercial', 'industrial', 'unit', 'look', 'panasonic', 'pro', 'series', 'ne', '1054', 'vollrath', '40830', 'turbo', 'air', 'tmw', '1100m', 'amana', 'rms', '10d', 'quality', 'decent', 'price', 'wish', 'made', 'commercial', 'range', 'style', 'yet', 'find']",1.0,2.0,2.0,N,2012-11-09,1.0,0
16,29,"['very', 'attractive', 'functional', 'microwave', 'easy', 'install', 'replacement', 'ge', 'microwave', 'longer', 'worked']",5.0,2.0,3.0,Y,2012-11-09,0.0,0
17,29,"['same', 'story', 'others', 'poor', 'product', 'poor', 'service', 'dreaded', 'se', 'code', '20', 'months', 'debating', 'smashing', 'youtube', 'get', 'new', 'microwave', 'don', 'buy', 'rubbish']",1.0,6.0,6.0,N,2012-11-14,5.0,0
18,29,"['so', 'far', 'good', 'replaced', 'samsung', 'existing', 'bracket', 'worked', 'much', 'quieter', 'replaced', 'my', 'wife', 'loves', 'melt', 'soften', 'function']",5.0,3.0,3.0,Y,2012-12-07,23.0,0
19,29,"['bought', 'mwo', '20', 'months', 'ago', 'satisfied', 'magnetron', 'failed', '20', 'months', 'unacceptable', 'since', 'magnetron', '10', 'yr', 'warranty', 'checked', 'local', 'authorized', 'repairmen', 'none', 'close', 'enough', 'make', 'repair', 'worthwhile', 'since', 'pay', 'labor', 'check', 'buy']",2.0,5.0,5.0,N,2012-12-21,14.0,0
20,29,"['microwave', 'job', 'door', 'started', 'sagging', 'within', 'first', '30', 'days', 'unit', 'quit', 'working', 'within', 'year']",1.0,9.0,9.0,Y,2012-12-28,7.0,0
21,29,"['looks', 'works', 'great', 'far', 'vent', 'really', 'nice', 'powerful', 'bit', 'loud', 'set', 'highest', 'sure', 'work']",4.0,2.0,2.0,Y,2013-01-03,6.0,0
22,29,"['bought', 'microwave', 'june', '2012', 'kitchen', 'remodel', 'its', 'barley', '5', 'months', 'old', 'although', 'experienced', 'dreaded', '5e', 'error', 'unit', 'already', 'started', 'acting', 'funny', 'last', 'days', 'unit', 'loose', 'time', 'display', 'please', 'set', 'time', 'am', 'making', 'oat', 'meal', 'daughter', 'opened', 'unit', 'dead', 'no', 'light', 'like', 'unplugged', 'closed', 'display', 'listed', '0', 'across', 'opened', 'door', 'light', 'after', 'times', 'light', 'went', 'unit', 'operational', 'subsequently', 'stop', 'enter', 'key', 'diagnostic', 'test', 'showed', '1816s', 'model', '110512a', 'assume', 'means', '1105watts', '12amps', 'hope', 'precursor', '5e', 'error', 'thinking', 'seller', 'acquired', 'refurbished', 'units', 'another', 'party', 'e', 'samsung', 'lowes', 'pawning', 'new', 'going', 'check', 'see', 'appliance', 'repair', 'plan', 'pay', 'utility', 'company', 'covers', 'microwaves', 'new', 'unit']",1.0,5.0,6.0,Y,2013-01-24,21.0,0
23,29,"['thing', 'broke', 'manner', 'reviewers', 'described', 'samsung', 'ashamed', 'pretty', 'obvious', 'design', 'flaw', 'staying', 'away', 'all', 'samsung', 'products']",1.0,3.0,3.0,N,2013-02-01,8.0,0
24,29,"['microwave', 'worked', 'fine', 'lasted', 'years', 'looks', 'fine', 'loud', 'fan', 'fact', 'last', 'longer', 'makes', 'features', 'irrelevant', 'price', 'certainly', 'better', 'comparable', 'microwaves', 'much', 'better', 'longevity', 'recommend', 'product']",1.0,3.0,3.0,N,2013-02-02,1.0,0
25,29,"['thirty', 'inch', 'wide', 'microwave', 'ovens', 'little', 'hard', 'find', 'but', 'thing', 'could', 'cabinetry', 'winnebago', 'rv', 'much', 'quieter', 'replaced', 'seems', 'powerful', 'like', 'added', 'features', 'oer', 'older', 'unit', 'decided', 'run', 'high']",5.0,0.0,0.0,Y,2013-02-26,24.0,0
26,29,"['none', 'available']",1.0,1.0,1.0,N,2013-04-04,37.0,0
27,29,"['never', 'se', 'error', '16', 'months', 'microwave', 'sparked', 'growled', 'smoked', 'like', 'crazy', 'top', 'doa', 'warranty']",1.0,1.0,1.0,N,2013-04-22,18.0,0
28,29,"['purchased', 'samsung', 'mw', 'smh9187w', 'three', 'years', 'ago', 'se', 'error', 'as', 'others', 'reported', 'samsung', 'told', 'us', 'flip', 'breaker', 'switch', 'etc', 'minutes', 'later', 'se', 'message', 'came', 'along', 'incessant', 'beeping', 'called', 'samsung', 'back', 'passed', 'around', 'half', 'hour', 'called', 'lowe', 'bought', 'said', 'probably', 'cost', '150', 'fix', 'lasted', 'five', 'years', 'to', 'us', 'worth', 'fixing', 'will', 'never', 'buy', 'another', 'samsung', 'appliance']",1.0,2.0,2.0,N,2013-05-05,13.0,0
29,29,"['benn', 'using', 'mivrowave', 'month', 'great', 'easy', 'powerful', 'cooking', 'microwave', 'meal', 'packing', 'tell', 'put', '3', 'min', '30', 'sconds', 'meal', 'come', 'nice', 'hot', 'microwave', 'munch', 'beatter', 'lg', 'looking', 'good', 'microwave', 'look', 'don', 'belive', 'bad', 'reviews', 'microwave', 'month', 'had', 'problems', 'got', 'microwave', 'home', 'depot']",5.0,0.0,1.0,N,2013-05-14,9.0,0
30,29,"['buy', 'store', 'blue', 'shirt', 'associates', 'model', 'smh9187', 'similar', 'installed', 'contractor', 'complete', 'kitchen', 'remodel', 'looked', 'great', 'samsung', 'range', 'after', 'years', 'got', '1', 'star', 'raters', 'got', 'sudden', 'incessant', 'beeping', 'could', 'reset', 'turn', 'unplugging', 'appliance', 'tried', 'turning', 'main', 'power', 'etc', 'nothing', 'worked', 'fact', 'error', 'message', 'beeping', 'became', 'continuous', 'friends', 'mine', 'model', 'three', 'years', 'problem', 'why', 'because', 'cook', 'lot', 'steamed', 'food', 'rice', 'pasta', 'vegetables', 'sure', 'heat', 'steam', 'range', 'top', 'others', 'noted', 'damaged', 'circuit', 'board', 'keypad', 'right', 'back', 'burner', 'even', 'front', 'burners', 'steam', 'cover', 'entire', 'front', 'microwave', 'happens', 'even', 'fan', 'full', 'blast', 'there', 'always', 'film', 'condensation', 'bottom', 'half', 'microwave']",1.0,1.0,1.0,N,2013-06-09,26.0,0
31,29,"['bought', 'new', 'samsung', 'appliance', 'new', 'home', 'microwave', 'refrigerator', 'repaired', 'microwave', 'started', 'leaking', 'microwaves', 'burned', 'inside', 'lip', 'unit', 'inside', 'door', 'burning', 'paint', 'samsung', 'replaced', 'unit', 'seen', 'appliance', 'repairman', 'photos', 'uploaded', 'my', 'replacement', 'unit', 'died', 'reason', 'checked', 'outlet', 'breaker', 'plug', 'fine', 'wait', 'another', 'week', 'appliance', 'repairman', 'come', 'tell', 'wait', 'another', 'weeks', 'new', 'unit', 'arrive', 'then', 'pay', 'installed']",1.0,1.0,1.0,N,2013-06-16,7.0,0
32,29,"['my', 'samsung', 'microwave', 'worked', 'fine', 'recently', 'beeps', 'even', 'starts', 'beeping', 'middle', 'night', 'unplugged', 'reset', 'clock', 'several', 'times', 'now', 'unplug', 'every', 'reset', 'samsung', 'online', 'representative', 'says', 'resetting', 'work', 'send', 'serviceman', 'that', 'probably', 'cost', 'new', 'microwave', 'searching', 'new', 'definitely', 'not', 'samsung']",1.0,2.0,2.0,N,2013-07-19,33.0,0
33,29,"['similar', 'many', 'reviewers', 'happy', 'purchase', 'se', 'error', 'appeared', 'microwave', 'lasted', '3', 'years', 'without', 'problem', 'suddenly', 'tonight', 'using', 'stove', 'microwave', 'gave', 'error', 'message', 'tried', 'troubleshoot', 'problem', 'nothing', 'worked', 'called', 'samsung', 'report', 'problem', 'sending', 'someone', 'repair', 'control', 'panel', 'free', 'charge', 'because', 'negative', 'reviews', 'special', 'warranty', 'part', 'unit', 'since', 'common', 'problem', 'despite', 'helpful', 'customer', 'service', 'purchase', 'samsung', 'microwave', 'unless', 'eventually', 'want', 'replace', 'faulty', 'control', 'panel']",1.0,3.0,3.0,N,2013-07-25,6.0,0
34,29,"['purchased', 'brand', 'new', 'home', 'towards', 'end', 'april', '2013', 'microwave', 'installed', 'there', 'power', 'house', 'purchased', 'already', 'se', 'error', 'code', 'twice', 'even', 'though', 'item', 'never', 'used', 'prior', 'april', 'considered', 'warranty', 'purchased', '2011', 'one', 'reasons', 'picked', 'house', 'brand', 'new', 'appliances', 'samsung', 'really', 'blew', 'finally', 'get', 'replace', 'frigidaire', 'at', 'least', 'still', 'work', 'home']",1.0,1.0,1.0,N,2013-07-31,6.0,0
35,29,"['add', 'us', 'long', 'list', 'dissatisfied', 'customers', 'already', 'replaced', 'board', 'year', 'later', 'went', 'suddenly', 'specific', 'reason', 'heated', 'bowl', 'chowmein', 'seven', 'minutes', 'whoopee', 'amazing', 'samsung', 'recall', 'microwaves', 'least', 'make', 'replacement', 'part', 'reasonably', 'priced', 'worth', 'buying', 'part', 'even', 'replace', 'if', 'choose', 'purchase', 'microwave', 'plans', 'throw', 'away', 'year', 'also', 'aware', 'specifically', 'insist', 'rep', 'heard', 'special', 'time', 'repair', 'samsung', 'supposedly', 'our', 'models', 'specific', 'ones']",1.0,2.0,2.0,N,2013-08-12,12.0,0
